AL, D1, 2010080106, 01, CARQ, -24,  86N,  332W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  36, 140N,  300W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  42, 144N,  312W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  48, 149N,  328W,  31, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  54, 156N,  345W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  60, 160N,  360W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08,  66, 161N,  376W,  34, 1005, XX,  34, NEQ,    0,    0,    0,  119, 
AL, D1, 2010090806, 03, AP08,  72, 164N,  389W,  34, 1002, XX,  34, NEQ,    0,    0,    0,  157, 
AL, D1, 2010090806, 03, AP08,  78, 169N,  402W,  36, 1003, XX,  34, NEQ,  151,    0,    0,  138, 
AL, D1, 2010090806, 03, AP08,  84, 172N,  418W,  37, 1000, XX,  34, NEQ,  173,  106,    0,  118, 
AL, D1, 2010090806, 03, AP08,  90, 180N,  430W,  39, 1001, XX,  34, NEQ,  191,  128,    0,  182, 
AL, D1, 2010090806, 03, AP08,  96, 181N,  441W,  40,  997, XX,  34, NEQ,  194,  122,    0,  158, 
AL, D1, 2010090806, 03, AP08, 102, 187N,  455W,  42,  998, XX,  34, NEQ,  195,  154,    0,  161, 
AL, D1, 2010090806, 03, AP08, 108, 191N,  468W,  43,  996, XX,  34, NEQ,  195,  158,    0,  174, 
AL, D1, 2010090806, 03, AP08, 114, 194N,  475W,  45,  997, XX,  34, NEQ,  181,  142,   89,  162, 
AL, D1, 2010090806, 03, AP08, 120, 199N,  484W,  46,  994, XX,  34, NEQ,  185,  152,  110,  142, 
AL, D1, 2010090806, 03, AP08, 126, 201N,  491W,  46,  996, XX,  34, NEQ,  213,  141,  100,  151, 
AL, D1, 2010090806, 03, AP08, 132, 208N,  498W,  51,  994, XX,  34, NEQ,  181,  158,  118,  151, 
AL, D1, 2010090806, 03, AP08, 132, 208N,  498W,  51,  994, XX,  50, NEQ,   94,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08, 138, 210N,  501W,  53,  995, XX,  34, NEQ,  175,  141,    0,  155, 
AL, D1, 2010090806, 03, AP08, 138, 210N,  501W,  53,  995, XX,  50, NEQ,  104,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08, 144, 210N,  509W,  50,  992, XX,  34, NEQ,  209,  179,  118,  180, 
AL, D1, 2010090806, 03, AP08, 150, 217N,  516W,  53,  995, XX,  34, NEQ,  215,  205,    0,  152, 
AL, D1, 2010090806, 03, AP08, 150, 217N,  516W,  53,  995, XX,  50, NEQ,  124,    0,    0,   88, 
AL, D1, 2010090806, 03, AP08, 156, 220N,  521W,  51,  992, XX,  34, NEQ,  187,  131,    0,  163, 
AL, D1, 2010090806, 03, AP08, 156, 220N,  521W,  51,  992, XX,  50, NEQ,   91,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08, 162, 223N,  528W,  56,  991, XX,  34, NEQ,  216,  182,  134,  168, 
AL, D1, 2010090806, 03, AP08, 162, 223N,  528W,  56,  991, XX,  50, NEQ,  140,    0,    0,  108, 
AL, D1, 2010090806, 03, AP08, 168, 226N,  540W,  61,  988, XX,  34, NEQ,  240,  196,  126,  159, 
AL, D1, 2010090806, 03, AP08, 168, 226N,  540W,  61,  988, XX,  50, NEQ,  106,    0,   69,  107, 
AL, D1, 2010090806, 03, AP08, 174, 222N,  543W,  53,  989, XX,  34, NEQ,  251,  140,  157,  205, 
AL, D1, 2010090806, 03, AP08, 174, 222N,  543W,  53,  989, XX,  50, NEQ,   88,   73,    0,    0, 
AL, D1, 2010090806, 03, AP08, 180, 230N,  547W,  57,  985, XX,  34, NEQ,  240,  185,  159,  177, 
AL, D1, 2010090806, 03, AP08, 180, 230N,  547W,  57,  985, XX,  50, NEQ,  120,    0,    0,   67, 
AL, D1, 2010090806, 03, AP08, 186, 231N,  549W,  57,  985, XX,  34, NEQ,  234,  185,  173,  190, 
AL, D1, 2010090806, 03, AP08, 186, 231N,  549W,  57,  985, XX,  50, NEQ,  125,  113,    0,  116, 
AL, D1, 2010090806, 03, AP08, 192, 236N,  550W,  56,  981, XX,  34, NEQ,  248,  223,  177,  174, 
AL, D1, 2010090806, 03, AP08, 192, 236N,  550W,  56,  981, XX,  50, NEQ,  124,  118,    0,  113, 
AL, D1, 2010090806, 03, AP08, 198, 240N,  550W,  63,  980, XX,  34, NEQ,  231,  230,  182,  188, 
AL, D1, 2010090806, 03, AP08, 198, 240N,  550W,  63,  980, XX,  50, NEQ,  130,  127,    0,  106, 
AL, D1, 2010090806, 03, AP08, 204, 246N,  550W,  62,  976, XX,  34, NEQ,  246,  225,  170,  169, 
AL, D1, 2010090806, 03, AP08, 204, 246N,  550W,  62,  976, XX,  50, NEQ,  139,  140,  116,  115, 
AL, D1, 2010090806, 03, AP08, 210, 252N,  547W,  69,  976, XX,  34, NEQ,  227,  215,  173,  184, 
AL, D1, 2010090806, 03, AP08, 210, 252N,  547W,  69,  976, XX,  50, NEQ,  133,  148,   98,  129, 
AL, D1, 2010090806, 03, AP08, 210, 252N,  547W,  69,  976, XX,  64, NEQ,  105,   98,    0,    0, 
AL, D1, 2010090806, 03, AP08, 216, 260N,  549W,  66,  972, XX,  34, NEQ,  292,  232,  154,  202, 
AL, D1, 2010090806, 03, AP08, 216, 260N,  549W,  66,  972, XX,  50, NEQ,  168,  128,  106,  125, 
AL, D1, 2010090806, 03, AP08, 216, 260N,  549W,  66,  972, XX,  64, NEQ,   96,    0,    0,    0, 
AL, D1, 2010090806, 03, AP08, 222, 270N,  550W,  71,  971, XX,  34, NEQ,  271,  277,  166,  210, 
AL, D1, 2010090806, 03, AP08, 222, 270N,  550W,  71,  971, XX,  50, NEQ,  171,  159,  118,  138, 
AL, D1, 2010090806, 03, AP08, 222, 270N,  550W,  71,  971, XX,  64, NEQ,  115,  115,    0,   85, 
AL, D1, 2010090806, 03, AP08, 228, 281N,  553W,  69,  971, XX,  34, NEQ,  256,  240,  197,  209, 
AL, D1, 2010090806, 03, AP08, 228, 281N,  553W,  69,  971, XX,  50, NEQ,  157,  127,  121,  133, 
AL, D1, 2010090806, 03, AP08, 228, 281N,  553W,  69,  971, XX,  64, NEQ,  100,   82,   77,   79, 
AL, D1, 2010090806, 03, AP08, 234, 291N,  561W,  67,  972, XX,  34, NEQ,  288,  266,  166,  210, 
AL, D1, 2010090806, 03, AP08, 234, 291N,  561W,  67,  972, XX,  50, NEQ,  164,  120,  115,  138, 
AL, D1, 2010090806, 03, AP08, 234, 291N,  561W,  67,  972, XX,  64, NEQ,   78,   58,    0,   84, 
AL, D1, 2010090806, 03, AP08, 240, 300N,  566W,  67,  972, XX,  34, NEQ,  270,  212,  174,  217, 
AL, D1, 2010090806, 03, AP08, 240, 300N,  566W,  67,  972, XX,  50, NEQ,  142,  119,    0,  115, 
AL, D1, 2010090806, 03, AP08, 240, 300N,  566W,  67,  972, XX,  64, NEQ,  107,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,   0, 139N,  223W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,   6, 137N,  234W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  12, 135N,  246W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  18, 132N,  256W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  24, 131N,  265W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  30, 130N,  273W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  36, 130N,  290W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  42, 131N,  304W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  48, 129N,  317W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  54, 133N,  327W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  60, 139N,  336W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  66, 147N,  336W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  72, 157N,  349W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  78, 158N,  366W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  84, 160N,  378W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  90, 160N,  388W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09,  96, 159N,  399W,  23, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 102, 162N,  410W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 108, 167N,  420W,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 114, 168N,  431W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 120, 167N,  440W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 126, 166N,  450W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 132, 171N,  459W,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 138, 172N,  466W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 144, 176N,  476W,  33, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 150, 180N,  489W,  37, 1005, XX,  34, NEQ,  178,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 156, 186N,  499W,  31, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 162, 189N,  506W,  32, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP09, 168, 191N,  518W,  38, 1000, XX,  34, NEQ,  164,  107,    0,    0, 
AL, D1, 2010090806, 03, AP09, 174, 196N,  527W,  43, 1001, XX,  34, NEQ,  174,    0,    0,  147, 
AL, D1, 2010090806, 03, AP09, 180, 198N,  536W,  41,  999, XX,  34, NEQ,  164,    0,    0,  143, 
AL, D1, 2010090806, 03, AP09, 186, 199N,  543W,  44,  999, XX,  34, NEQ,  161,    0,    0,  137, 
AL, D1, 2010090806, 03, AP09, 192, 201N,  552W,  46,  997, XX,  34, NEQ,  167,  139,    0,  152, 
AL, D1, 2010090806, 03, AP09, 198, 200N,  561W,  42,  998, XX,  34, NEQ,  179,  137,    0,  159, 
AL, D1, 2010090806, 03, AP09, 204, 204N,  570W,  46,  996, XX,  34, NEQ,  172,  122,    0,  161, 
AL, D1, 2010090806, 03, AP09, 210, 203N,  575W,  44,  996, XX,  34, NEQ,  185,    0,    0,  172, 
AL, D1, 2010090806, 03, AP09, 216, 206N,  583W,  45,  995, XX,  34, NEQ,  166,    0,    0,  173, 
AL, D1, 2010090806, 03, AP09, 222, 205N,  593W,  45,  995, XX,  34, NEQ,  205,    0,    0,  162, 
AL, D1, 2010090806, 03, AP09, 228, 208N,  600W,  39,  995, XX,  34, NEQ,  155,    0,    0,  175, 
AL, D1, 2010090806, 03, AP09, 234, 210N,  603W,  45,  995, XX,  34, NEQ,  200,    0,    0,  205, 
AL, D1, 2010090806, 03, AP09, 240, 209N,  613W,  40,  992, XX,  34, NEQ,  226,  152,    0,  192, 
AL, D1, 2010090806, 03, AP10,   0, 138N,  222W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,   6, 137N,  233W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  12, 135N,  246W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  18, 130N,  256W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  24, 130N,  261W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  30, 129N,  271W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  36, 129N,  282W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  42, 130N,  296W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  48, 136N,  308W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  54, 135N,  321W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  60, 139N,  331W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  66, 141N,  341W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  72, 149N,  353W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  78, 151N,  369W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  84, 156N,  380W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  90, 158N,  392W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10,  96, 160N,  405W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 102, 159N,  421W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 108, 160N,  435W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 114, 160N,  448W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 120, 160N,  460W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 126, 167N,  474W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 132, 167N,  489W,  23, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 138, 169N,  501W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 144, 171N,  515W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 150, 177N,  528W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 156, 179N,  539W,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 162, 180N,  542W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 168, 181N,  550W,  32, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 174, 188N,  559W,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 180, 193N,  565W,  31, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 186, 199N,  570W,  36, 1003, XX,  34, NEQ,  101,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 192, 200N,  580W,  33,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 198, 208N,  592W,  35, 1001, XX,  34, NEQ,  106,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 204, 216N,  601W,  35,  998, XX,  34, NEQ,  108,    0,    0,    0, 
AL, D1, 2010090806, 03, AP10, 210, 221N,  611W,  38, 1002, XX,  34, NEQ,  154,    0,    0,  139, 
AL, D1, 2010090806, 03, AP10, 216, 229N,  628W,  41,  998, XX,  34, NEQ,  173,  112,    0,  128, 
AL, D1, 2010090806, 03, AP10, 222, 238N,  642W,  40, 1000, XX,  34, NEQ,  159,    0,    0,  141, 
AL, D1, 2010090806, 03, AP10, 228, 245N,  660W,  43,  999, XX,  34, NEQ,  165,    0,    0,  109, 
AL, D1, 2010090806, 03, AP10, 234, 250N,  672W,  43,  999, XX,  34, NEQ,  155,    0,    0,  157, 
AL, D1, 2010090806, 03, AP10, 240, 253N,  688W,  43,  999, XX,  34, NEQ,  176,  117,    0,  122, 
AL, D1, 2010090806, 03, AP11,   0, 139N,  221W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,   6, 134N,  230W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  12, 131N,  240W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  18, 129N,  249W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  24, 129N,  251W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  30, 126N,  247W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  36, 138N,  254W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  42, 137N,  272W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  48, 142N,  281W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  54, 150N,  290W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  60, 153N,  308W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  66, 159N,  320W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  72, 158N,  337W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  78, 159N,  350W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  84, 162N,  357W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  90, 166N,  363W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11,  96, 168N,  379W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 102, 168N,  391W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 108, 171N,  399W,  22, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 114, 175N,  406W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 120, 178N,  418W,  22, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 126, 174N,  430W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 132, 182N,  438W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 138, 187N,  445W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 144, 188N,  460W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 150, 187N,  471W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 156, 194N,  483W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 162, 198N,  486W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 168, 203N,  501W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 174, 207N,  511W,  32, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 180, 207N,  528W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 186, 208N,  544W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 192, 207N,  559W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 198, 207N,  569W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 204, 208N,  580W,  22, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 210, 202N,  583W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 216, 201N,  585W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 222, 202N,  591W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 228, 206N,  596W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 234, 201N,  601W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP11, 240, 202N,  609W,  26, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,   0, 139N,  220W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,   6, 138N,  230W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  12, 136N,  237W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  18, 136N,  244W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  24, 137N,  255W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  30, 136N,  267W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  36, 139N,  278W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  42, 146N,  287W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  48, 151N,  298W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  54, 159N,  312W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  60, 160N,  329W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  66, 166N,  341W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  72, 167N,  355W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  78, 172N,  367W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  84, 180N,  379W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  90, 186N,  390W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12,  96, 189N,  402W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12, 102, 191N,  415W,  35, 1004, XX,  34, NEQ,  142,   89,    0,    0, 
AL, D1, 2010090806, 03, AP12, 108, 197N,  427W,  35, 1002, XX,  34, NEQ,    0,  104,    0,    0, 
AL, D1, 2010090806, 03, AP12, 114, 199N,  439W,  34, 1003, XX,  34, NEQ,  125,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12, 120, 203N,  447W,  39, 1001, XX,  34, NEQ,  145,  119,    0,    0, 
AL, D1, 2010090806, 03, AP12, 126, 208N,  457W,  40, 1002, XX,  34, NEQ,  141,  108,    0,    0, 
AL, D1, 2010090806, 03, AP12, 132, 211N,  465W,  41, 1000, XX,  34, NEQ,  145,  108,    0,    0, 
AL, D1, 2010090806, 03, AP12, 138, 217N,  469W,  43, 1002, XX,  34, NEQ,  135,  115,    0,   87, 
AL, D1, 2010090806, 03, AP12, 144, 220N,  473W,  42,  999, XX,  34, NEQ,  145,  132,    0,  142, 
AL, D1, 2010090806, 03, AP12, 150, 226N,  478W,  44, 1002, XX,  34, NEQ,  142,  132,    0,  108, 
AL, D1, 2010090806, 03, AP12, 156, 231N,  480W,  46,  999, XX,  34, NEQ,  164,  129,    0,  131, 
AL, D1, 2010090806, 03, AP12, 162, 240N,  481W,  50,  999, XX,  34, NEQ,  139,  133,    0,  118, 
AL, D1, 2010090806, 03, AP12, 162, 240N,  481W,  50,  999, XX,  50, NEQ,    0,   61,    0,    0, 
AL, D1, 2010090806, 03, AP12, 168, 249N,  489W,  55,  996, XX,  34, NEQ,  179,  172,   91,  127, 
AL, D1, 2010090806, 03, AP12, 168, 249N,  489W,  55,  996, XX,  50, NEQ,   97,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12, 174, 252N,  499W,  48,  997, XX,  34, NEQ,  210,  160,  100,  133, 
AL, D1, 2010090806, 03, AP12, 180, 260N,  502W,  48,  996, XX,  34, NEQ,  197,  125,   91,  187, 
AL, D1, 2010090806, 03, AP12, 186, 268N,  508W,  55,  996, XX,  34, NEQ,  180,  159,    0,  134, 
AL, D1, 2010090806, 03, AP12, 186, 268N,  508W,  55,  996, XX,  50, NEQ,  110,    0,    0,   80, 
AL, D1, 2010090806, 03, AP12, 192, 276N,  519W,  57,  992, XX,  34, NEQ,  209,  213,   85,  148, 
AL, D1, 2010090806, 03, AP12, 192, 276N,  519W,  57,  992, XX,  50, NEQ,  108,    0,    0,   93, 
AL, D1, 2010090806, 03, AP12, 198, 281N,  528W,  54,  992, XX,  34, NEQ,  217,  203,  110,  172, 
AL, D1, 2010090806, 03, AP12, 198, 281N,  528W,  54,  992, XX,  50, NEQ,  125,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12, 204, 292N,  533W,  60,  991, XX,  34, NEQ,  177,  173,  109,  134, 
AL, D1, 2010090806, 03, AP12, 204, 292N,  533W,  60,  991, XX,  50, NEQ,  112,    0,    0,    0, 
AL, D1, 2010090806, 03, AP12, 210, 306N,  538W,  57,  992, XX,  34, NEQ,  214,  203,  124,  116, 
AL, D1, 2010090806, 03, AP12, 210, 306N,  538W,  57,  992, XX,  50, NEQ,  126,  102,   73,   84, 
AL, D1, 2010090806, 03, AP12, 216, 320N,  547W,  55,  989, XX,  34, NEQ,  225,  206,  122,  125, 
