AL, C3, 2010080600, 01, CARQ, -24, 115N,  367W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC,  72, 370N,  464W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC,  84, 407N,  429W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC,  96, 410N,  385W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC, 108, 464N,  340W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC, 120, 442N,  298W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC, 132, 518N,  260W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCC, 144, 491N,  232W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,   0, 246N,  526W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  12, 260N,  527W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  24, 276N,  524W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  36, 294N,  520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  48, 316N,  511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  60, 343N,  494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  72, 375N,  468W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  84, 407N,  429W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN,  96, 437N,  385W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN, 108, 464N,  340W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN, 120, 490N,  298W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN, 132, 518N,  260W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, TVCN, 144, 491N,  232W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,   0, 246N,  526W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  12, 258N,  528W,  29,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  24, 270N,  524W,  30,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  36, 283N,  518W,  32,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  48, 296N,  507W,  34,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  60, 310N,  491W,  37,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, UKX2,  72, 324N,  471W,  42,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,   0, 246N,  526W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  12, 252N,  537W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  24, 258N,  549W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  36, 264N,  561W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  48, 270N,  573W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  60, 276N,  586W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  72, 282N,  598W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  84, 288N,  610W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP,  96, 294N,  623W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 108, 300N,  636W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 120, 306N,  648W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 132, 312N,  661W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 144, 319N,  674W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 156, 325N,  687W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, XTRP, 168, 331N,  700W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081100, 03, ZGFS,   0, 244N,  530W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 01, CARQ, -24, 237N,  509W,  30,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010081106, 01, CARQ, -18, 240N,  514W,  30,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010081106, 01, CARQ, -12, 242N,  519W,  30,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 299,   6, 
AL, C3, 2010081106, 01, CARQ,  -6, 246N,  526W,  30,    0, LO,  34, AAA,    0,    0,    0,    0, 
AL, C3, 2010081106, 01, CARQ,   0, 250N,  533W,  30, 1011, LO,  34, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 300,   8,     INVEST, S, 
AL, C3, 2010081106, 01, CARQ,   0, 250N,  533W,  30, 1011, LO,  50, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 300,   8,     INVEST, S, 
AL, C3, 2010081106, 01, CARQ,   0, 250N,  533W,  30, 1011, LO,  64, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 300,   8,     INVEST, S, 
AL, C3, 2010081106, 03, AC00,   0, 249N,  533W,  20, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,   6, 256N,  533W,  18, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  12, 262N,  529W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  18, 268N,  532W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  24, 273N,  532W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  30, 278N,  534W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  36, 287N,  532W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  42, 294N,  526W,  16, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  48, 301N,  519W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  54, 311N,  513W,  19, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  60, 324N,  506W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  66, 346N,  490W,  18, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  72, 361N,  482W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  78, 383N,  477W,  21, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  84, 404N,  465W,  21, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  90, 418N,  458W,  21, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00,  96, 427N,  446W,  22, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 102, 435N,  427W,  23, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 108, 442N,  417W,  23, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 114, 447N,  402W,  25, 1021, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 120, 456N,  384W,  23, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 126, 458N,  377W,  24, 1022, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 132, 461N,  364W,  22, 1022, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 138, 461N,  354W,  21, 1022, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 144, 464N,  344W,  20, 1021, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 150, 460N,  334W,  20, 1022, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 156, 462N,  316W,  17, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AC00, 162, 455N,  299W,  18, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,   0, 250N,  533W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  12, 264N,  532W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  24, 278N,  528W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  36, 296N,  521W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  48, 317N,  508W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  60, 343N,  492W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  72, 372N,  469W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  84, 403N,  439W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI,  96, 434N,  407W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 108, 468N,  373W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 120, 510N,  331W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 132, 548N,  288W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 144, 574N,  242W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 156, 582N,  207W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMI, 168, 568N,  214W,   0,    0,   ,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,   0, 251N,  531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,   6, 253N,  536W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  12, 259N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  18, 264N,  533W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  24, 269N,  532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  30, 275N,  529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  36, 283N,  527W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  42, 293N,  520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  48, 300N,  513W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  54, 314N,  503W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  60, 328N,  496W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  66, 340N,  489W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  72, 354N,  483W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  78, 368N,  472W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  84, 383N,  462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  90, 396N,  452W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN,  96, 408N,  440W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 102, 419N,  428W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 108, 430N,  414W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 114, 437N,  402W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 120, 446N,  388W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 126, 453N,  378W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 132, 458N,  367W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 138, 458N,  354W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 144, 458N,  339W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 150, 455N,  325W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 156, 462N,  310W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 162, 457N,  299W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 168, 455N,  294W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 174, 452N,  287W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 180, 450N,  284W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 186, 445N,  280W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 192, 441N,  277W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 198, 439N,  272W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 204, 442N,  267W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 210, 440N,  263W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AEMN, 216, 421N,  284W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,   0, 241N,  539W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,   6, 245N,  543W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  12, 252N,  544W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  18, 260N,  544W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  24, 268N,  545W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  30, 278N,  547W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  36, 289N,  551W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP01,  42, 298N,  555W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,   0, 248N,  544W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,   6, 253N,  550W,  19, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  12, 263N,  538W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  18, 275N,  532W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  24, 280N,  533W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  30, 286N,  530W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  36, 296N,  530W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  42, 307N,  529W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  48, 316N,  525W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  54, 327N,  524W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  60, 340N,  519W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  66, 353N,  508W,  22, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  72, 370N,  504W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  78, 385N,  493W,  23, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  84, 402N,  477W,  24, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  90, 414N,  462W,  20, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02,  96, 420N,  452W,  22, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 102, 427N,  440W,  23, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 108, 432N,  432W,  23, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 114, 438N,  419W,  23, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 120, 448N,  407W,  22, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 126, 456N,  403W,  24, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 132, 464N,  392W,  25, 1020, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 138, 468N,  359W,  27, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 144, 471N,  318W,  27, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 150, 474N,  273W,  29, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 156, 489N,  224W,  30, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 162, 493N,  205W,  33, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 168, 497N,  198W,  35, 1001, XX,  34, NEQ,    0,    0,   95,   88, 
AL, C3, 2010081106, 03, AP02, 174, 495N,  196W,  36,  999, XX,  34, NEQ,    0,    0,  100,  101, 
AL, C3, 2010081106, 03, AP02, 180, 491N,  196W,  39,  995, XX,  34, NEQ,    0,    0,  116,  149, 
AL, C3, 2010081106, 03, AP02, 186, 484N,  191W,  39,  996, XX,  34, NEQ,    0,    0,  131,  185, 
AL, C3, 2010081106, 03, AP02, 192, 481N,  186W,  38,  993, XX,  34, NEQ,    0,    0,  189,    0, 
AL, C3, 2010081106, 03, AP02, 198, 479N,  180W,  30,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 204, 483N,  173W,  27,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 210, 490N,  172W,  23,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 216, 494N,  176W,  24,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 222, 495N,  180W,  23,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 228, 494N,  179W,  24,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 234, 490N,  175W,  24, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP02, 240, 489N,  169W,  23, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,   0, 243N,  543W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,   6, 238N,  561W,  13, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  12, 243N,  559W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  18, 251N,  563W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  24, 258N,  564W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  30, 261N,  562W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  36, 271N,  557W,  13, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  42, 281N,  549W,  11, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP03,  48, 287N,  538W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,   0, 251N,  520W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,   6, 256N,  518W,  18, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  12, 262N,  514W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  18, 269N,  508W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  24, 273N,  501W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  30, 280N,  498W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  36, 289N,  494W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  42, 295N,  491W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  48, 305N,  488W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  54, 315N,  484W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  60, 330N,  471W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  66, 344N,  463W,  20, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  72, 356N,  465W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  78, 378N,  447W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  84, 399N,  442W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  90, 412N,  444W,  22, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04,  96, 416N,  441W,  25, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 102, 430N,  423W,  28, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 108, 437N,  411W,  30, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 114, 437N,  398W,  27, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 120, 445N,  384W,  30, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 126, 450N,  376W,  32, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 132, 452N,  372W,  33, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 138, 445N,  371W,  33, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 144, 438N,  371W,  32, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP04, 150, 430N,  368W,  29, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,   0, 255N,  530W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,   6, 260N,  531W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  12, 268N,  533W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  18, 271N,  530W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  24, 274N,  528W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  30, 280N,  523W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  36, 288N,  513W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  42, 295N,  505W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  48, 299N,  497W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, C3, 2010081106, 03, AP05,  54, 308N,  491W,  25, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
